序号,单元,单元名称,小标题,习题,来源,习题描述,答案,答案验证,题型,知识点1,知识点2,考点,日期,流程,备注,
,第五章,二次型,5.3.4、求具体矩阵的特征值与特征向量,例3,例题,求矩阵$A=\left[\begin{matrix}0&1&0\\0&0&1\\-6&-11&-6\end{matrix}\right]$的特征值与特征向量,![](C:\Users\lalalala\mathProject\高等代数\images\二次型48.png),考研教案,计算题,特征值与特征向量,整数因子要怎么用？,,20210711,![](C:\Users\lalalala\mathProject\高等代数\images\det(lambdaE-A)逻辑.png),三阶行列式按公式容易抄错，还是行列式变换稳妥一些,
,第五章,二次型,5.3.4、求具体矩阵的特征值与特征向量,例4,例题,求矩阵$A=\left[\begin{matrix}-3&-1&2\\0&-1&4\\-1&0&1\end{matrix}\right]$的特征值与特征向量,![](C:\Users\lalalala\mathProject\高等代数\images\二次型49.png),考研教案,计算题,特征值与特征向量,因子拆不下去了,,20210711,,,
,第五章,二次型,5.3.4、求具体矩阵的特征值与特征向量,例5,例题,设$A=\left[\begin{matrix}-1&2&2\\2&-1&-2\\2&-2&-1\end{matrix}\right]$，（1）求矩阵A的特征值；（2）求矩阵$E+A^{-1}$的特征值,![](C:\Users\lalalala\mathProject\高等代数\images\二次型50.png),考研教案,计算题,特征值与矩阵运算,$A^{-1}=\frac{1}{\lambda}$,,20210711,,,
,第五章,二次型,5.3.4、求具体矩阵的特征值与特征向量,例6,例题,设矩阵$A=\left[\begin{matrix}3&2&2\\2&3&2\\2&2&3\end{matrix}\right]$，$P=\left[\begin{matrix}0&1&0\\1&0&1\\0&0&1\end{matrix}\right]$，$B=P^{-1}A^*P$，求$B+2E$的特征值与特征向量,![](C:\Users\lalalala\mathProject\高等代数\images\二次型51_1.png),考研教案,计算题,特征值与矩阵运算,伴随矩阵的计算,,20210711,,,
,第五章,二次型,5.3.4、求具体矩阵的特征值与特征向量,例7,例题,"已知$a=(1,3,2)^T,b=(1,-1,2)^T,B=ab^T$，若矩阵AB相似，则$2A+E$的特征值为____",![](C:\Users\lalalala\mathProject\高等代数\images\二次型52.png),考研教案,计算题,特征值与矩阵运算,行列式与特征值的关系,,20210711,,,
,第五章,二次型,5.3.4、求具体矩阵的特征值与特征向量,例8,例题,设n阶矩阵A的元素全是1，则A的n个特征值为____,![](C:\Users\lalalala\mathProject\高等代数\images\二次型53.png),考研教案,计算题,特征值,行列式求值,,20210711,,,
,第五章,二次型,5.3.4、求具体矩阵的特征值与特征向量,例9,例题,设$B=\left[\begin{matrix}0&0&1\\0&1&0\\1&0&0\end{matrix}\right]$，已知矩阵AB相似，则秩$(A-2E)$与秩$(A-E)$之和等于___,![](C:\Users\lalalala\mathProject\高等代数\images\二次型54.png),考研教案,计算题,特征值,实对称矩阵—相似—运算,,20210711,,,
,第五章,二次型,5.3.4、求具体矩阵的特征值与特征向量,例10,例题,"证明：$n*n$矩阵$A=\sigma^2\left[\begin{matrix}1&p&...&p\\p&1&...&p\\&&&\\p&p&...&1\end{matrix}\right]$的最大特征值为$\lambda_1=\sigma^2[1+(n-1)p],0<p\leq1,\sigma^2>0$",![](C:\Users\lalalala\mathProject\高等代数\images\二次型55.png),考研教案,计算题,特征值,行列式求值,,20210711,,,
,第五章,二次型,5.3.4、求具体矩阵的特征值与特征向量,例11,例题,求$\left[\begin{matrix}O&J_n\\J_n&0\end{matrix}\right]$的全部特征值与2n个线性无关特征向量，其中$J_n$是每一个元素为1的n阶方阵,暂放,考研教案,计算题,特征值与特征向量,矩阵模式的初等变换,,20210711,,,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例1,例题,方阵A满足$A^2-3A+2E=O$，求A的特征值,![](C:\Users\lalalala\mathProject\高等代数\images\二次型56.png),考研教案,计算题,抽象矩阵的特征值,$AX=\lambda x$,,20210711,,,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例2,例题,设A是n阶实对称矩阵，满足$A^3-3A^2+3A-2E=O$，则A的特征值是___,![](C:\Users\lalalala\mathProject\高等代数\images\二次型57.png),考研教案,计算题,抽象矩阵的特征值,$AX=\lambda x$,,20210711,,暂放，没看懂,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例3,例题,"设$\lambda$为方阵A的一个特征值，求$kA,A^m$，求$f(A)=a_mA^m+...+a_1A+a_0E$的特征值。当A可逆时，求$A^{-1},A^*,aA^{-1}+bA^*$的特征值",![](C:\Users\lalalala\mathProject\高等代数\images\二次型58.png),考研教案,计算题,特征值与矩阵运算,,,20210711,,,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例4,例题,"设4阶方阵A满足$|3E+A|=0,AA^T=2E,|A|<0$，求方阵A的伴随矩阵$A^*$的一个特征值。",![](C:\Users\lalalala\mathProject\高等代数\images\二次型59.png),考研教案,计算题,特征值,,,20210711,,,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例5,例题,设n阶方阵A的各列元素之和为1，求A的特征值,![](C:\Users\lalalala\mathProject\高等代数\images\二次型60.png),考研教案,计算题,特征值,列的和用矩阵的转置处理,,20210711,,,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例6,例题,,,,,,,,,,,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例7,例题,,,,,,,,,,,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例8,例题,,,,,,,,,,,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例9,例题,,,,,,,,,,,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例10,例题,,,,,,,,,,,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例11,例题,,,,,,,,,,,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例12,例题,,,,,,,,,,,
,第五章,二次型,5.3.5、求抽象矩阵的特征值,例13,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例1,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例2,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例3,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例4,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例5,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例6,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例7,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例8,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例9,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例10,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例11,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例12,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例13,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例14,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例15,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例16,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例17,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例18,例题,,,,,,,,,,,
,第五章,二次型,5.3.6、方阵可对角化的判断、计算及应用,例19,例题,,,,,,,,,,,
,第五章,二次型,5.3.7、由特征值与特征向量反求矩阵中的参数,例1,例题,,,,,,,,,,,
,第五章,二次型,5.3.7、由特征值与特征向量反求矩阵中的参数,例2,例题,,,,,,,,,,,
,第五章,二次型,5.3.7、由特征值与特征向量反求矩阵中的参数,例3,例题,,,,,,,,,,,
,第五章,二次型,5.3.7、由特征值与特征向量反求矩阵中的参数,例4,例题,,,,,,,,,,,
,第五章,二次型,5.3.7、由特征值与特征向量反求矩阵中的参数,例5,例题,,,,,,,,,,,
,第五章,二次型,5.3.7、由特征值与特征向量反求矩阵中的参数,例6,例题,,,,,,,,,,,
,第五章,二次型,5.3.7、由特征值与特征向量反求矩阵中的参数,例7,例题,,,,,,,,,,,
,第五章,二次型,5.3.8、由特征值与特征向量反求矩阵,例1,例题,,,,,,,,,,,
,第五章,二次型,5.3.8、由特征值与特征向量反求矩阵,例2,例题,,,,,,,,,,,
,第五章,二次型,5.3.8、由特征值与特征向量反求矩阵,例3,例题,,,,,,,,,,,
,第五章,二次型,5.3.8、由特征值与特征向量反求矩阵,例4,例题,,,,,,,,,,,
,第五章,二次型,5.3.8、由特征值与特征向量反求矩阵,例5,例题,,,,,,,,,,,
,第五章,二次型,5.3.8、由特征值与特征向量反求矩阵,例6,例题,,,,,,,,,,,
,第五章,二次型,5.3.9、有关特征值与特征向量的证明,例1,例题,,,,,,,,,,,
,第五章,二次型,5.3.9、有关特征值与特征向量的证明,例2,例题,,,,,,,,,,,
,第五章,二次型,5.3.9、有关特征值与特征向量的证明,例3,例题,,,,,,,,,,,
,第五章,二次型,5.3.9、有关特征值与特征向量的证明,例4,例题,,,,,,,,,,,
,第五章,二次型,5.3.9、有关特征值与特征向量的证明,例5,例题,,,,,,,,,,,
,第五章,二次型,5.3.9、有关特征值与特征向量的证明,例6,例题,,,,,,,,,,,
,第五章,二次型,5.3.9、有关特征值与特征向量的证明,例7,例题,,,,,,,,,,,
,第五章,二次型,5.3.9、有关特征值与特征向量的证明,例8,例题,,,,,,,,,,,
,第五章,二次型,5.3.9、有关特征值与特征向量的证明,例9,例题,,,,,,,,,,,
,第五章,二次型,5.3.9、有关特征值与特征向量的证明,例10,例题,,,,,,,,,,,
,第五章,二次型,5.3.10、相似矩阵的判定与证明,例1,例题,,,,,,,,,,,
,第五章,二次型,5.3.10、相似矩阵的判定与证明,例2,例题,,,,,,,,,,,
,第五章,二次型,5.3.10、相似矩阵的判定与证明,例3,例题,,,,,,,,,,,
,第五章,二次型,5.3.10、相似矩阵的判定与证明,例4,例题,,,,,,,,,,,
,第五章,二次型,5.3.10、相似矩阵的判定与证明,例5,例题,,,,,,,,,,,
,第五章,二次型,5.3.10、相似矩阵的判定与证明,例6,例题,,,,,,,,,,,
,第五章,二次型,5.3.10、相似矩阵的判定与证明,例7,例题,,,,,,,,,,,
,第五章,二次型,5.3.10、相似矩阵的判定与证明,例8,例题,,,,,,,,,,,
,第五章,二次型,5.3.11、正交矩阵的判定与证明,例1,例题,,,,,,,,,,,
,第五章,二次型,5.3.11、正交矩阵的判定与证明,例2,例题,,,,,,,,,,,
,第五章,二次型,5.3.11、正交矩阵的判定与证明,例3,例题,,,,,,,,,,,
,第五章,二次型,5.3.11、正交矩阵的判定与证明,例4,例题,,,,,,,,,,,
,第五章,二次型,5.3.11、正交矩阵的判定与证明,例5,例题,,,,,,,,,,,
,第五章,二次型,5.3.11、正交矩阵的判定与证明,例6,例题,,,,,,,,,,,
,第五章,二次型,5.3.11、正交矩阵的判定与证明,例7,例题,,,,,,,,,,,
,第五章,二次型,5.3.11、正交矩阵的判定与证明,例8,例题,,,,,,,,,,,
,第五章,二次型,5.3.11、正交矩阵的判定与证明,例9,例题,,,,,,,,,,,
,第五章,二次型,5.3.11、正交矩阵的判定与证明,例10,例题,,,,,,,,,,,
,第五章,二次型,5.3.12、实对称矩阵正交相似于对角矩阵的计算,例1,例题,,,,,,,,,,,
,第五章,二次型,5.3.12、实对称矩阵正交相似于对角矩阵的计算,例2,例题,,,,,,,,,,,
,第五章,二次型,5.3.12、实对称矩阵正交相似于对角矩阵的计算,例3,例题,,,,,,,,,,,
,第五章,二次型,5.3.12、用正交变换化二次型为标准型,例1,例题,,,,,,,,,,,
,第五章,二次型,5.3.12、用正交变换化二次型为标准型,例2,例题,,,,,,,,,,,
,第五章,二次型,5.3.12、用正交变换化二次型为标准型,例3,例题,,,,,,,,,,,
,第五章,二次型,5.3.12、用正交变换化二次型为标准型,例4,例题,,,,,,,,,,,
,第五章,二次型,5.3.12、用正交变换化二次型为标准型,例5,例题,,,,,,,,,,,
,第五章,二次型,5.3.12、用正交变换化二次型为标准型,例6,例题,,,,,,,,,,,
,第五章,二次型,5.3.12、用正交变换化二次型为标准型,例7,例题,,,,,,,,,,,
,第五章,二次型,5.3.12、用正交变换化二次型为标准型,例8,例题,,,,,,,,,,,
,第五章,二次型,5.3.12、用正交变换化二次型为标准型,例9,例题,,,,,,,,,,,
,第五章,二次型,,,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例1,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例2,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例3,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例4,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例5,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例6,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例7,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例8,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例9,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例10,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例11,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例12,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例13,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例14,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例15,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例16,例题,,,,,,,,,,,
,第五章,二次型,5.3.14、正定矩阵的判断与证明,例17,例题,,,,,,,,,,,
,第五章,二次型,5.3.15、由正定矩阵证明其他结论,例1,例题,,,,,,,,,,,
,第五章,二次型,5.3.15、由正定矩阵证明其他结论,例2,例题,,,,,,,,,,,
,第五章,二次型,5.3.15、由正定矩阵证明其他结论,例3,例题,,,,,,,,,,,
,第五章,二次型,5.3.15、由正定矩阵证明其他结论,例4,例题,,,,,,,,,,,
,第五章,二次型,5.3.15、由正定矩阵证明其他结论,例5,例题,,,,,,,,,,,
,第五章,二次型,5.3.15、由正定矩阵证明其他结论,例6,例题,,,,,,,,,,,
,第五章,二次型,5.3.15、由正定矩阵证明其他结论,例7,例题,,,,,,,,,,,
,第五章,二次型,5.3.15、由正定矩阵证明其他结论,例8,例题,,,,,,,,,,,
,第五章,二次型,5.3.15、由正定矩阵证明其他结论,例9,例题,,,,,,,,,,,
,第五章,二次型,5.3.15、由正定矩阵证明其他结论,例10,例题,,,,,,,,,,,
,第五章,二次型,5.3.15、由正定矩阵证明其他结论,例11,例题,,,,,,,,,,,
